GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,39.71,39.71,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,44.09,44.09,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,64.25,64.25,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,0.39,0.39,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,4.72,4.72,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2009,2009,2009,EMR,Eastern Mediterranean,JOR,Jordan,,,,16.74067,16.7,,
WHS10_8,Civil registration coverage of cause-of-death (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/civil-registration-coverage-of-cause-of-death-%28-%29,2009,2008,2009,EMR,Eastern Mediterranean,JOR,Jordan,,,,64.28541,64.3,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,0.98,0.98,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2007,2007,2007,EMR,Eastern Mediterranean,JOR,Jordan,,,,17.03727,17.0,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2008,2008,2008,EMR,Eastern Mediterranean,JOR,Jordan,,,,16.8856,16.9,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,0.2,0.2,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2020,2020,2020,EMR,Eastern Mediterranean,JOR,Jordan,,,,13.72805,13.7,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2011,2011,2011,EMR,Eastern Mediterranean,JOR,Jordan,,,,16.86503,16.9,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2014,2014,2014,EMR,Eastern Mediterranean,JOR,Jordan,,,,14.33006,14.3,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,,,,14.48698,14.5,,
WHS10_8,Civil registration coverage of cause-of-death (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/civil-registration-coverage-of-cause-of-death-%28-%29,2010,2008,2010,EMR,Eastern Mediterranean,JOR,Jordan,,,,64.66879,65,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2018,2018,2018,EMR,Eastern Mediterranean,JOR,Jordan,,,,14.05467,14.1,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,,,,13.7797,13.8,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,37.58,37.58,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,44.86,44.86,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,40.68,40.68,,
WHS10_9,Ill-defined causes in cause-of-death registration (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ill-defined-causes-in-cause-of-death-registration-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,,,,10.26371,10,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,0.1,0.1,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2019,2019,2019,EMR,Eastern Mediterranean,JOR,Jordan,,,,13.58672,13.6,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,0.0,0,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2021,2021,2021,EMR,Eastern Mediterranean,JOR,Jordan,,,,13.75908,13.8,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2010,2010,2010,EMR,Eastern Mediterranean,JOR,Jordan,,,,16.99403,17.0,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,66.11,66.11,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),21.96,21.96,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,62.42,62.42,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),60.76,60.76,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,0.0,0,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,33.94,33.94,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,51.79,51.79,,
