GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2019,2019,2019,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,1.75135,1.8 [0.0 - 5.1],0.0,5.14548
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2000,2000,2000,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.45904,0.5,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0,0.0,0.0
SA_0000001811,Report with epidemiological data on lcohol use and AUDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/report-with-epidemiological-data-on-lcohol-use-and-auds,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,,,,,No,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1982,1982,1982,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.24,0.24,,
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,3.80153,3.8 [3.3 - 4.3],3.33804,4.33018
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1971,1971,1971,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2003,2003,2003,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,96.01028,96.0 [95.0 - 97.0],94.97795,97.04261
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-consumers-past-12-months-%28-%29,2005,2005,2005,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,4.04608,4.0 [3.6 - 4.6],3.56428,4.5952
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-lifetime-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,83.92241,83.9 [82.3 - 85.4],82.25838,85.41437
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.32115,0.3,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2011,2011,2011,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.005,0,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1983,1983,1983,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.22,0.22,,
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2009,2009,2009,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,6.54444,6.5 [0.0 - 16.6],0.0,16.63948
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2020,2020,2020,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,3.0241,3.0 [0.0 - 10.5],0.0,10.45881
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,5.61206,5.6 [5.0 - 6.3],4.95523,6.33682
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1968,1968,1968,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2017,2017,2017,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.20862,0.2,,
SA_0000001768,Standard drink defined,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/standard-drink-defined,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,,,,,No,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1977,1977,1977,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.2,0.20,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1975,1975,1975,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.08,0.08,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2015,2015,2015,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.00495,0,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2013,2013,2013,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.05,0.05,0.02965,0.07055
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2009,2009,2009,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.00718,0.01,0.0044,0.00989
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2014,2014,2014,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,0.55496,0.6 [0.5 - 0.6],0.47988,0.63005
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1962,1962,1962,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.14,0.14,,
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,95.95962,96.0 [94.9 - 97.0],94.93142,96.98782
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2015,2015,2015,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.05,0.05,0.02969,0.06997
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2008,2008,2008,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,3.08246,3.1 [0.0 - 7.8],0.0,7.8352
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/legal-blood-alcohol-concentration-%28bac%29-limits,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,BACGROUP,BACGROUP_SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2004,2004,2004,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,89.5692,89.6 [87.9 - 91.3],87.85004,91.28836
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2010,2010,2010,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.36,0.36,0.20702,0.49697
SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption, projections",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-total-%28recorded-unrecorded%29-per-capita-%2815-%29-consumption-with-95-ci-projections-to-2020-and-2025,2027,2027,2027,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,0.26529,0.3 [0.0 - 0.9],0.0,0.88143
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2020,2020,2020,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,89.27562,89.3 [87.5 - 91.0],87.52853,91.02271
SA_0000001809,National system of epidemiological data collection for alcohol use,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/national-system-of-epidemiological-data-collection-for-alcohol-use,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,,,,,No,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2012,2012,2012,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.36,0.36,0.25024,0.50074
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2018,2018,2018,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.28723,0.3,,
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-lifetime-%28-%29,2014,2014,2014,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,83.87857,83.9 [82.2 - 85.4],82.20771,85.37476
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-drinkers-only-per-capita-%2815-%29consumption-in-litres-of-pure-alcohol,2001,2001,2001,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,8.10418,8.1 [0.0 - 20.8],0.0,20.76601
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2008,2008,2008,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.57825,0.58,0.42861,0.74116
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1965,1965,1965,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.14,0.14,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/legal-blood-alcohol-concentration-%28bac%29-limits,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,BACGROUP,BACGROUP_SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-unrecorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29-with-95-ci,2011,2011,2011,EMR,Eastern Mediterranean,JOR,Jordan,,,,0.06544,0.1 [0.0 - 0.4],0.0,0.41452
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2003,2003,2003,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.342,0.3,,
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2016,2016,2016,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,2.55346,2.6 [2.2 - 2.9],2.24451,2.86241
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2014,2014,2014,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,11.13947,11.1 [0.0 - 30.7],0.0,30.71203
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-lifetime-%28-%29,2000,2000,2000,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,84.50489,84.5 [82.8 - 86.0],82.83314,85.98832
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-lifetime-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,87.87119,87.9 [86.6 - 89.1],86.55193,89.0555
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2013,2013,2013,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,0.0974,0.1 [0.0 - 0.3],0.0,0.27233
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2015,2015,2015,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,4.62049,4.6 [0.0 - 13.9],0.0,13.90248
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2013,2013,2013,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,0.69156,0.7 [0.0 - 1.9],0.0,1.85547
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2007,2007,2007,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,0.59189,0.6 [0.5 - 0.7],0.51358,0.67021
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2013,2013,2013,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.35,0.35,0.24156,0.46227
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2000,2000,2000,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,3.60666,3.6 [3.2 - 4.1],3.15275,4.13243
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2004,2004,2004,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,0.11737,0.1 [0.0 - 0.3],0.0,0.3039
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2001,2001,2001,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,92.70656,92.7 [91.3 - 94.1],91.3177,94.09543
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2010,2010,2010,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_BTSX,Both sexes,13.95754,14.0 [0.0 - 35.8],0.0,35.76591
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2001,2001,2001,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,6.47492,6.5 [0.0 - 17.1],0.0,17.07601
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2006,2006,2006,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_MLE,Male,0.87406,0.9 [0.0 - 2.2],0.0,2.19273
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2018,2018,2018,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0,0.0,0.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2000,2000,2000,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.46913,0.47,0.30965,0.61502
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-consumers-past-12-months-%28-%29,2007,2007,2007,EMR,Eastern Mediterranean,JOR,Jordan,SEX,SEX_FMLE,Female,4.11927,4.1 [3.6 - 4.7],3.63226,4.6717
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1997,1997,1997,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.01,0.01,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2019,2019,2019,EMR,Eastern Mediterranean,JOR,Jordan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.19904,0.2,,
